user_id,activity_id,rating,timestamp
415,Power Pose for 2 Minutes – Stand confidently with hands on hips and chin up to boost self-assurance.,5,2025-02-28T21:38:24.691739+00:00
497,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",5,2025-03-14T21:38:24.691741+00:00
457,Listen to an Instrumental Song You’ve Never Heard – Engage curiosity through unfamiliar music.,5,2025-03-03T21:38:24.691742+00:00
240,Reframe a Comparison Thought – Replace negative comparisons with self-growth affirmations.,4,2025-02-21T21:38:24.691744+00:00
476,Go for a Walk in a New Direction – Explore a new route to experience novelty and excitement.,3,2025-02-27T21:38:24.691746+00:00
188,"Write a ""Worst-Case Scenario"" & Counter It – Helps reframe negativity.",3,2025-03-10T21:38:24.691748+00:00
105,Look at an Old Group Photo & Reflect on Positive Moments – Recall happy memories to reinforce connection.,3,2025-03-04T21:38:24.691749+00:00
127,Look at Bright Colors or a Sunset – Vibrant colors can lift your mood.,4,2025-02-26T21:38:24.691751+00:00
293,Loving-Kindness Meditation – Send kind thoughts to yourself and others to cultivate compassion.,5,2025-02-16T21:38:24.691753+00:00
144,Exhale Like a Lion’s Roar – Take a deep breath and exhale forcefully with an open mouth.,3,2025-03-10T21:38:24.691755+00:00
457,Join an Online Forum or Community Related to Your Interests – Engage with like-minded individuals.,3,2025-03-13T21:38:24.691757+00:00
283,Read or Watch an Inspiring Story – Draw motivation from stories of perseverance and success.,3,2025-03-05T21:38:24.691759+00:00
318,Give a Genuine Compliment to Someone – Encourage positive social interactions.,3,2025-02-17T21:38:24.691760+00:00
372,Write a Letter to Your Future Self – Encourage yourself by acknowledging strengths and aspirations.,3,2025-02-27T21:38:24.691762+00:00
161,Exhale Like a Lion’s Roar – Take a deep breath and exhale forcefully with an open mouth.,3,2025-03-10T21:38:24.691764+00:00
288,Hit a Pillow or Punch the Air – Safely release anger by hitting a pillow or air-boxing.,5,2025-03-14T21:38:24.691766+00:00
436,Mindful Scrolling – Set a timer to use social media intentionally without overconsumption.,5,2025-03-14T21:38:24.691767+00:00
185,"Count Backward from 100 by 7s – Forces logical thinking, distracting from anger.",3,2025-02-24T21:38:24.691769+00:00
429,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,3,2025-02-24T21:38:24.691771+00:00
255,Exhale Like a Lion’s Roar – Take a deep breath and exhale forcefully with an open mouth.,5,2025-02-14T21:38:24.691773+00:00
127,Recall a Funny or Embarrassing Moment & Laugh About It – Embrace emotional growth through humor.,5,2025-02-27T21:38:24.691774+00:00
423,Stare at a Beautiful Photo or Artwork – Take in visual beauty to activate a sense of awe.,5,2025-02-26T21:38:24.691776+00:00
382,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,4,2025-02-20T21:38:24.691778+00:00
482,Write & Rip Technique – Write down worries and tear the paper. Imagine throwing stress away.,3,2025-02-18T21:38:24.691780+00:00
132,Loving-Kindness Meditation – Send kind thoughts to yourself and others to cultivate compassion.,3,2025-03-07T21:38:24.691782+00:00
404,"Box Breathing – Inhale for 4 sec, hold for 4 sec, exhale for 4 sec, hold for 4 sec. Repeat 5 times.",5,2025-02-24T21:38:24.691784+00:00
407,Listen to Nature Sounds – Play ocean waves or birds chirping for 5 minutes.,3,2025-02-17T21:38:24.691786+00:00
224,Repeat: “I am capable and strong.” – Use verbal affirmations to build confidence.,3,2025-02-25T21:38:24.691788+00:00
387,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,3,2025-03-05T21:38:24.691789+00:00
213,"Write an Angry Letter (Then Destroy It) – Write down your feelings, then shred or burn the letter safely.",4,2025-03-07T21:38:24.691791+00:00
329,List 3 Things You’ve Achieved Lately – Remind yourself of personal progress.,3,2025-02-15T21:38:24.691793+00:00
385,Write & Rip Technique – Write down worries and tear the paper. Imagine throwing stress away.,4,2025-03-14T21:38:24.691795+00:00
352,Reframe a Comparison Thought – Replace negative comparisons with self-growth affirmations.,3,2025-02-28T21:38:24.691797+00:00
425,Try a “Beginner’s Mind” Exercise – Observe an everyday object as if seeing it for the first time.,4,2025-03-08T21:38:24.691798+00:00
499,Loving-Kindness Meditation – Send kind thoughts to yourself and others to cultivate compassion.,3,2025-03-11T21:38:24.691800+00:00
283,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",3,2025-02-15T21:38:24.691802+00:00
405,Write 3 Things You Like About Yourself – Boost self-acceptance and confidence.,4,2025-03-03T21:38:24.691804+00:00
159,Write a Letter to Your Future Self – Offer encouragement and advice.,5,2025-03-06T21:38:24.691806+00:00
362,Hit a Pillow or Punch the Air – Safely release anger by hitting a pillow or air-boxing.,5,2025-03-02T21:38:24.691808+00:00
157,Listen to an Instrumental Song You’ve Never Heard – Engage curiosity through unfamiliar music.,5,2025-03-13T21:38:24.691809+00:00
434,Give a Genuine Compliment to Someone – Encourage positive social interactions.,4,2025-03-14T21:38:24.691811+00:00
216,Talk to Yourself Like a Friend – Imagine what you would say to comfort a friend.,4,2025-02-17T21:38:24.691813+00:00
412,"Tense & Release Shoulders – Shrug up to your ears, hold for 5 sec, then release.",5,2025-02-19T21:38:24.691815+00:00
256,Draw a Memory From Your Childhood – Express nostalgia creatively through art.,5,2025-03-13T21:38:24.691817+00:00
482,Help Someone Anonymously – Perform a kind act without seeking recognition.,3,2025-02-24T21:38:24.691819+00:00
328,Do a Random Act of Kindness – Perform a kind gesture to build a sense of belonging.,3,2025-02-19T21:38:24.691821+00:00
232,Visualize a Past Success – Strengthen self-belief by recalling a moment of accomplishment.,4,2025-03-09T21:38:24.691823+00:00
245,Journal One Thing You Did Well Today – Develop a habit of tracking small successes.,3,2025-02-27T21:38:24.691825+00:00
310,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",3,2025-02-28T21:38:24.691826+00:00
464,Savor a Happy Memory for 60 Seconds – Close your eyes and relive a joyful moment.,3,2025-03-14T21:38:24.691828+00:00
204,Look at Happy Photos – Scroll through old photos that bring back happy memories.,4,2025-03-12T21:38:24.691830+00:00
343,Power Pose for 2 Minutes – Stand confidently with hands on hips and chin up to boost self-assurance.,5,2025-03-03T21:38:24.691832+00:00
404,Re-read a Meaningful Text Message from a Loved One – Reinforce emotional connection.,4,2025-03-04T21:38:24.691834+00:00
462,Listen to Calming Love Songs – Use music as a tool to soothe emotional wounds.,3,2025-02-18T21:38:24.691835+00:00
479,Stare at a Beautiful Photo or Artwork – Take in visual beauty to activate a sense of awe.,3,2025-03-06T21:38:24.691837+00:00
312,"Hand-on-Heart Exercise – Close your eyes, place your hand on your heart, and take deep breaths to cultivate self-compassion.",4,2025-03-14T21:38:24.691839+00:00
295,Talk to Yourself Kindly – Replace negative self-talk with encouragement.,4,2025-03-05T21:38:24.691841+00:00
446,Loving-Kindness Meditation – Send kind thoughts to yourself and others to cultivate compassion.,3,2025-03-06T21:38:24.691842+00:00
279,Holding a Weighted Object – Hug a pillow or weighted blanket for comfort.,5,2025-03-06T21:38:24.691844+00:00
229,Mindful Coloring – Draw or color to distract and reset your focus.,3,2025-03-15T21:38:24.691846+00:00
117,Savor a Happy Memory for 60 Seconds – Close your eyes and relive a joyful moment.,4,2025-02-14T21:38:24.691848+00:00
399,Hold Ice Cubes in Hands – The cold sensation calms anger quickly.,3,2025-02-22T21:38:24.691850+00:00
220,List 3 Skills You Have Mastered – Reinforce self-trust by recognizing personal achievements.,3,2025-02-18T21:38:24.691852+00:00
196,"Write a Gratitude Letter to Someone – Express appreciation, even if the letter isn’t sent.",4,2025-02-19T21:38:24.691854+00:00
461,Watch a Funny Clip – Play a short funny video or meme to spark a smile.,3,2025-03-13T21:38:24.691856+00:00
196,Stretch Arms Up & Smile – Changing posture can improve mood instantly.,5,2025-02-19T21:38:24.691857+00:00
419,Write: “What Do I Need to Feel Safe?” – Identify emotional needs to build trust in relationships.,5,2025-03-04T21:38:24.691859+00:00
147,Watch a Video on Overcoming Perfectionism – Learn from experts about self-acceptance.,5,2025-02-18T21:38:24.691861+00:00
482,Engage in a Hobby You Love – Redirect focus to enjoyable and fulfilling activities.,5,2025-02-22T21:38:24.691863+00:00
145,Shake Your Body for 30 Seconds – Helps release frustration physically.,4,2025-03-07T21:38:24.691865+00:00
348,Watch a Favorite Childhood Cartoon or Movie – Reconnect with joyful memories.,3,2025-03-13T21:38:24.691867+00:00
379,"Mindful Walking – Take a slow walk, paying attention to your breathing and steps.",5,2025-03-12T21:38:24.691868+00:00
281,Write a Question You’d Love to Find the Answer To – Spark curiosity by formulating an intriguing question.,3,2025-03-02T21:38:24.691870+00:00
201,Stretch Arms Up & Smile – Changing posture can improve mood instantly.,4,2025-02-15T21:38:24.691872+00:00
405,"Write an Angry Letter (Then Destroy It) – Write down your feelings, then shred or burn the letter safely.",5,2025-03-10T21:38:24.691874+00:00
228,Help Someone Anonymously – Perform a kind act without seeking recognition.,3,2025-02-23T21:38:24.691875+00:00
359,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",3,2025-03-13T21:38:24.691877+00:00
175,Power Pose for 2 Minutes – Stand confidently with hands on hips and chin up to boost self-assurance.,5,2025-02-22T21:38:24.691879+00:00
220,Listen Deeply to Someone Without Responding – Practice active listening to build empathy.,3,2025-02-22T21:38:24.691881+00:00
109,Watch a Video on Overcoming Perfectionism – Learn from experts about self-acceptance.,5,2025-03-11T21:38:24.691883+00:00
206,"Self-Compassion Exercise – Say: \“I am human, and mistakes help me grow.\”",5,2025-03-11T21:38:24.691884+00:00
142,Write Down “What Belonging Means to Me” – Define what belonging looks like in your life.,5,2025-02-24T21:38:24.691886+00:00
426,Watch a Funny Clip – Play a short funny video or meme to spark a smile.,5,2025-03-15T21:38:24.691888+00:00
256,Fast 5-Minute Walk – Walk briskly to release pent-up frustration.,4,2025-03-01T21:38:24.691890+00:00
377,Listen to a Podcast About Human Stories – Feel connected through shared experiences.,5,2025-03-03T21:38:24.691892+00:00
495,Watch a Video on Overcoming Perfectionism – Learn from experts about self-acceptance.,5,2025-02-24T21:38:24.691893+00:00
169,Watch a Video on Overcoming Perfectionism – Learn from experts about self-acceptance.,5,2025-03-01T21:38:24.691895+00:00
103,Slow Deep Breathing (10 Rounds) – Practice deep breathing to regulate emotional responses.,4,2025-02-28T21:38:24.691897+00:00
167,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,5,2025-02-28T21:38:24.691899+00:00
273,Close Your Eyes & Touch an Object – Identify an object just by its texture to enhance sensory awareness.,4,2025-02-24T21:38:24.691901+00:00
347,Talk to Yourself Kindly – Replace negative self-talk with encouragement.,3,2025-02-15T21:38:24.691903+00:00
291,Humming or Singing – Hum a tune or sing a song that makes you feel comforted.,5,2025-03-08T21:38:24.691905+00:00
213,Set a Boundary with Kindness – Assert personal needs while maintaining respect for others.,3,2025-03-13T21:38:24.691906+00:00
406,Give Yourself a Warm Hug – Use physical self-soothing techniques to promote emotional security.,5,2025-03-11T21:38:24.691908+00:00
343,Set a Boundary with Kindness – Assert personal needs while maintaining respect for others.,4,2025-02-19T21:38:24.691910+00:00
234,"Rocking Motion – Sit and rock gently, or sway while standing to self-soothe.",3,2025-03-07T21:38:24.691912+00:00
222,"Self-Love Affirmations – Repeat: ""I am worthy of love and trust"" to reinforce self-acceptance.",3,2025-02-25T21:38:24.691914+00:00
230,Holding a Weighted Object – Hug a pillow or weighted blanket for comfort.,3,2025-03-15T21:38:24.691915+00:00
187,Try a “Beginner’s Mind” Exercise – Observe an everyday object as if seeing it for the first time.,4,2025-03-15T21:38:24.691917+00:00
493,5-Minute Meditation on Acceptance – Sit still and accept the present moment.,4,2025-02-27T21:38:24.691919+00:00
478,Eat a Meal You Loved as a Kid – Reignite positive childhood associations through taste.,4,2025-03-01T21:38:24.691921+00:00
498,Hold Ice Cubes in Hands – The cold sensation calms anger quickly.,3,2025-03-06T21:38:24.691923+00:00
151,"Rocking Motion – Sit and rock gently, or sway while standing to self-soothe.",4,2025-02-21T21:38:24.691925+00:00
223,"Take a 5-Minute Victory Walk – Walk with pride, as if celebrating a win.",4,2025-02-21T21:38:24.691926+00:00
125,Talk to Yourself Like a Friend – Imagine what you would say to comfort a friend.,5,2025-02-28T21:38:24.691928+00:00
178,Set a Small Goal – Achieve something simple to rebuild confidence.,3,2025-03-12T21:38:24.691932+00:00
173,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,3,2025-02-27T21:38:24.691934+00:00
242,"Write a ""Lessons Learned"" List – List things you have learned from mistakes.",4,2025-02-16T21:38:24.691936+00:00
286,Write a Letter to Your Younger Self – Process past and present emotions through writing.,5,2025-02-21T21:38:24.691937+00:00
119,Set a Mini Goal & Achieve It – Accomplish a small task to boost confidence.,5,2025-02-21T21:38:24.691939+00:00
307,"Ask a “What If?” Question – Think creatively about possibilities, such as time travel.",5,2025-02-21T21:38:24.691941+00:00
329,Turn Envy into Admiration – Shift perspective by learning from those you admire.,4,2025-03-08T21:38:24.691943+00:00
316,Stretch Arms Up & Smile – Changing posture can improve mood instantly.,4,2025-03-15T21:38:24.691944+00:00
347,Watch a Video on Overcoming Perfectionism – Learn from experts about self-acceptance.,3,2025-02-15T21:38:24.691946+00:00
466,5-Minute Meditation on Acceptance – Sit still and accept the present moment.,5,2025-03-11T21:38:24.691948+00:00
178,Power Pose for 2 Minutes – Stand confidently with hands on hips and chin up to boost self-assurance.,4,2025-03-06T21:38:24.691950+00:00
350,Shake Your Body for 30 Seconds – Helps release frustration physically.,4,2025-02-28T21:38:24.691952+00:00
125,Watch a Video on Overcoming Perfectionism – Learn from experts about self-acceptance.,4,2025-02-17T21:38:24.691954+00:00
134,List Past Successes – Remind yourself of previous accomplishments.,5,2025-02-16T21:38:24.691956+00:00
491,"10-Minute Sunlight Break – Step outside, close your eyes, and feel the sun on your skin.",5,2025-02-26T21:38:24.691958+00:00
272,Look at a Childhood Toy or Object (or Find an Image of It) – Spark warm memories of the past.,3,2025-02-14T21:38:24.691960+00:00
345,List Past Successes – Remind yourself of previous accomplishments.,3,2025-03-11T21:38:24.691962+00:00
179,Watch a Comedy Skit – Laughter boosts immunity and happiness.,3,2025-02-22T21:38:24.691963+00:00
195,Draw a Memory From Your Childhood – Express nostalgia creatively through art.,3,2025-03-05T21:38:24.691965+00:00
440,Listen to a Song That Reminds You of a Specific Time – Experience emotional connections through music.,4,2025-02-28T21:38:24.691967+00:00
315,"Count Backward from 100 by 7s – Forces logical thinking, distracting from anger.",3,2025-03-08T21:38:24.691969+00:00
424,Write a Letter to Your Future Self – Encourage yourself by acknowledging strengths and aspirations.,3,2025-03-07T21:38:24.691971+00:00
310,Exhale Like a Lion’s Roar – Take a deep breath and exhale forcefully with an open mouth.,4,2025-02-19T21:38:24.691972+00:00
279,Write a Self-Forgiveness Letter – Address yourself kindly and express understanding.,4,2025-03-08T21:38:24.691974+00:00
285,Mindful Scrolling – Set a timer to use social media intentionally without overconsumption.,5,2025-02-22T21:38:24.691976+00:00
179,Slow Deep Breathing (10 Rounds) – Practice deep breathing to regulate emotional responses.,4,2025-02-27T21:38:24.691978+00:00
236,Draw a Symbol of Trust – Visually represent trust to redefine what it means to you.,4,2025-02-21T21:38:24.691979+00:00
148,Sway to Music Slowly – Play a calming song and gently move your body.,4,2025-02-16T21:38:24.691981+00:00
243,Do One Thing That Makes You Feel Loved – Engage in a comforting activity that brings joy and warmth.,4,2025-02-24T21:38:24.691983+00:00
245,Listen to a Song That Reminds You of a Specific Time – Experience emotional connections through music.,3,2025-03-06T21:38:24.691985+00:00
194,Flip Through an Old Photo Album – Reflect on past experiences and emotions.,4,2025-03-11T21:38:24.691986+00:00
156,Draw a Symbol of Trust – Visually represent trust to redefine what it means to you.,4,2025-02-23T21:38:24.691988+00:00
494,Visualize a Past Success – Strengthen self-belief by recalling a moment of accomplishment.,4,2025-03-02T21:38:24.691990+00:00
413,"Mirror Affirmations – Look in the mirror and say: ""I am enough.""",5,2025-03-04T21:38:24.691991+00:00
297,Watch a Funny Clip – Play a short funny video or meme to spark a smile.,5,2025-02-28T21:38:24.691994+00:00
213,Stare at a Beautiful Photo or Artwork – Take in visual beauty to activate a sense of awe.,4,2025-03-03T21:38:24.691996+00:00
276,Read a Random Wikipedia Page – Discover something new by exploring unexpected topics.,5,2025-02-25T21:38:24.691998+00:00
363,Re-read a Meaningful Text Message from a Loved One – Reinforce emotional connection.,4,2025-03-15T21:38:24.691999+00:00
296,Create a “What I Want in Love” List – Clarify personal relationship standards and desires.,4,2025-02-27T21:38:24.692001+00:00
342,Create a “What I Want in Love” List – Clarify personal relationship standards and desires.,4,2025-02-24T21:38:24.692003+00:00
447,"Write a ""Lessons Learned"" List – List things you have learned from mistakes.",5,2025-03-06T21:38:24.692005+00:00
471,"Clench & Release Fists – Clench fists tight for 5 sec, then release, repeating 5 times.",5,2025-03-11T21:38:24.692006+00:00
195,Hold Ice Cubes in Hands – The cold sensation calms anger quickly.,5,2025-03-14T21:38:24.692008+00:00
369,Listen to Soothing Music Without Lyrics – Helps quiet self-criticism and promote relaxation.,3,2025-03-03T21:38:24.692010+00:00
350,5-Minute Meditation on Acceptance – Sit still and accept the present moment.,3,2025-02-24T21:38:24.692012+00:00
402,Recall a Funny or Embarrassing Moment & Laugh About It – Embrace emotional growth through humor.,5,2025-03-10T21:38:24.692014+00:00
157,Give a Genuine Compliment to Someone – Encourage positive social interactions.,3,2025-03-12T21:38:24.692015+00:00
184,"Ask a “What If?” Question – Think creatively about possibilities, such as time travel.",4,2025-03-09T21:38:24.692017+00:00
472,List 3 Skills You Have Mastered – Reinforce self-trust by recognizing personal achievements.,4,2025-02-21T21:38:24.692019+00:00
150,"Clench & Release Fists – Clench fists tight for 5 sec, then release, repeating 5 times.",4,2025-03-08T21:38:24.692021+00:00
220,"Try a ""Yes, I Can"" Mantra – Repeat this phrase 10 times to reinforce self-efficacy.",4,2025-03-06T21:38:24.692022+00:00
130,Affirmation: “I Am Enough” – Strengthen self-worth by affirming personal value.,4,2025-02-24T21:38:24.692024+00:00
186,Digital Detox for 30 Minutes – Step away from social media to reduce comparison-driven anxiety.,4,2025-03-10T21:38:24.692026+00:00
373,Savor a Happy Memory for 60 Seconds – Close your eyes and relive a joyful moment.,4,2025-03-08T21:38:24.692028+00:00
